Irradiance,BodyTemperature,RelativeHumidity,Pressure,SunZenith,Month,Day,Hour,DayOfTheYear,UnixTime,DayLength
373.64,17.61,2.33,1024.71875,23.7820766305646,4,27,8,117,1524818703.0,14.317777777777778
405.29,17.67,2.29,1024.40625,26.3245995808844,4,27,9,117,1524819603.0,14.317777777777778
411.5,17.7,2.31,1024.875,28.8498556979115,4,27,9,117,1524820503.0,14.317777777777778
488.35,19.31,2.58,1030.40625,31.3502719901718,4,27,9,117,1524821403.0,14.317777777777778
524.82,19.35,2.54,1030.59375,33.8174888270431,4,27,9,117,1524822303.0,14.317777777777778
589.64,19.14,2.46,1029.65625,36.242444348746,4,27,10,117,1524823203.0,14.317777777777778
613.1,18.76,2.43,1028.28125,38.6146603880299,4,27,10,117,1524824103.0,14.317777777777778
665.02,19.19,2.47,1029.71875,40.9224766186912,4,27,10,117,1524825003.0,14.317777777777778
698.21,19.49,2.57,1031.21875,43.1525522036182,4,27,10,117,1524825903.0,14.317777777777778
724.72,20.39,2.69,1034.625,45.2897213204605,4,27,11,117,1524826803.0,14.317777777777778
759.94,21.2,2.79,1037.28125,47.31674570184,4,27,11,117,1524827703.0,14.317777777777778
775.17,21.28,2.79,1037.40625,49.2142193031998,4,27,11,117,1524828603.0,14.317777777777778
803.02,21.16,2.79,1037.59375,50.9605058037254,4,27,11,117,1524829503.0,14.317777777777778
824.38,21.28,2.77,1037.5,52.5319657248724,4,27,12,117,1524830403.0,14.317777777777778
837.01,21.42,2.78,1038.0625,53.9036620256329,4,27,12,117,1524831303.0,14.317777777777778
859.52,21.5,2.86,1038.65625,55.05026664965,4,27,12,117,1524832203.0,14.317777777777778
867.91,21.97,2.91,1040.40625,55.9475186376902,4,27,12,117,1524833103.0,14.317777777777778
874.69,22.96,3.12,1043.9375,56.5742468530201,4,27,13,117,1524834003.0,14.317777777777778
872.34,23.25,3.11,1045.375,56.9142834148714,4,27,13,117,1524834903.0,14.317777777777778
870.85,23.64,3.22,1046.96875,56.9583925788215,4,27,13,117,1524835803.0,14.317777777777778
873.5,23.98,3.22,1047.9375,56.7053704593037,4,27,13,117,1524836703.0,14.317777777777778
863.47,23.89,3.24,1047.5625,56.1622197554699,4,27,14,117,1524837603.0,14.317777777777778
854.06,24.26,3.23,1048.5,55.3432503593749,4,27,14,117,1524838503.0,14.317777777777778
841.64,24.32,3.28,1049.34375,54.2683977959817,4,27,14,117,1524839403.0,14.317777777777778
820.84,24.82,3.43,1051.6875,52.9612695662711,4,27,14,117,1524840303.0,14.317777777777778
801.88,25.4,3.53,1053.84375,51.4470632794501,4,27,15,117,1524841203.0,14.317777777777778
779.12,25.54,3.52,1054.0,49.7509598605387,4,27,15,117,1524842103.0,14.317777777777778
754.28,26.14,3.6,1056.0,47.8971576318678,4,27,15,117,1524843003.0,14.317777777777778
727.39,26.14,3.58,1056.125,45.9078044340818,4,27,15,117,1524843903.0,14.317777777777778
696.78,25.49,3.54,1054.0,43.803028328886,4,27,16,117,1524844803.0,14.317777777777778
663.84,25.82,3.56,1054.75,41.6007292057755,4,27,16,117,1524845703.0,14.317777777777778
627.77,25.43,3.53,1053.96875,39.3166328411791,4,27,16,117,1524846603.0,14.317777777777778
589.43,25.69,3.6,1054.8125,36.964606918897,4,27,16,117,1524847503.0,14.317777777777778
548.44,26.08,3.7,1056.6875,34.5568963454496,4,27,17,117,1524848403.0,14.317777777777778
129.98,26.25,3.69,1057.15625,32.1041390808909,4,27,17,117,1524849303.0,14.317777777777778
467.95,25.33,3.61,1053.9375,29.6159036826666,4,27,17,117,1524850203.0,14.317777777777778
416.37,26.65,3.84,1058.9375,27.1007935084541,4,27,17,117,1524851103.0,14.317777777777778
361.12,26.63,3.82,1058.75,24.5664888052621,4,27,18,117,1524852003.0,14.317777777777778
186.62,26.43,3.76,1057.8125,22.0201789482716,4,27,18,117,1524852903.0,14.317777777777778
82.76,26.98,3.9,1060.40625,19.4686427003102,4,27,18,117,1524853803.0,14.317777777777778
85.59,25.42,3.6,1054.03125,16.9182892274441,4,27,18,117,1524854703.0,14.317777777777778
58.13,24.75,3.54,1051.75,14.3758148286028,4,27,19,117,1524855603.0,14.317777777777778
65.46,25.09,3.58,1053.21875,11.8479475031048,4,27,19,117,1524856503.0,14.317777777777778
51.7,24.98,3.58,1053.09375,9.34260953700734,4,27,19,117,1524857403.0,14.317777777777778
17.61,24.5,3.49,1050.9375,6.87040673797157,4,27,19,117,1524858303.0,14.317777777777778
10.76,24.19,3.43,1049.40625,4.4489770546681,4,27,20,117,1524859203.0,14.317777777777778
10.65,23.83,3.39,1048.21875,2.11980746547713,4,27,20,117,1524860103.0,14.317777777777778
2.31,23.45,3.32,1046.6875,-0.0027241645484428,4,27,20,117,1524861003.0,14.317777777777778
15.09,13.91,1.67,1010.84375,1.62400478448188,4,28,6,118,1524897003.0,14.368333333333334
25.85,13.88,1.64,1010.46875,3.92286243137923,4,28,6,118,1524897903.0,14.368333333333334
37.96,13.5,1.6,1009.53125,6.33120366038945,4,28,7,118,1524898803.0,14.368333333333334
66.32,14.04,1.72,1011.34375,8.79674089451527,4,28,7,118,1524899703.0,14.368333333333334
118.93,14.19,1.72,1011.65625,11.2988537058928,4,28,7,118,1524900603.0,14.368333333333334
228.71,16.01,2.11,1019.125,13.8258179726675,4,28,7,118,1524901503.0,14.368333333333334
217.68,17.69,2.36,1025.0,16.3694996204951,4,28,8,118,1524902403.0,14.368333333333334
246.38,19.17,2.62,1030.28125,18.9229596068104,4,28,8,118,1524903303.0,14.368333333333334
302.47,19.48,2.64,1031.53125,21.4796039493572,4,28,8,118,1524904203.0,14.368333333333334
363.35,19.88,2.69,1032.84375,24.0330309593956,4,28,8,118,1524905103.0,14.368333333333334
393.97,21.18,2.89,1037.4375,26.5766428942684,4,28,9,118,1524906003.0,14.368333333333334
471.03,21.32,2.92,1038.03125,29.1034780626536,4,28,9,118,1524906903.0,14.368333333333334
482.27,22.34,3.13,1042.25,31.6059340480374,4,28,9,118,1524907803.0,14.368333333333334
527.01,23.91,3.37,1048.34375,34.0758629699906,4,28,9,118,1524908703.0,14.368333333333334
497.03,21.85,2.9,1039.375,36.5039261252617,4,28,10,118,1524909603.0,14.368333333333334
509.63,21.19,2.88,1037.875,38.8798955984541,4,28,10,118,1524910503.0,14.368333333333334
595.43,21.32,2.85,1037.8125,41.1920419220456,4,28,10,118,1524911403.0,14.368333333333334
539.58,21.07,2.8,1036.8125,43.42697040622,4,28,10,118,1524912303.0,14.368333333333334
788.83,22.32,3.06,1041.53125,45.5694632802115,4,28,11,118,1524913203.0,14.368333333333334
694.86,22.18,2.99,1041.125,47.6022137907402,4,28,11,118,1524914103.0,14.368333333333334
739.0,22.49,3.06,1041.96875,49.5056864936104,4,28,11,118,1524915003.0,14.368333333333334
619.03,22.26,2.98,1041.25,51.258009042734,4,28,11,118,1524915903.0,14.368333333333334
898.14,22.66,3.12,1043.34375,52.8353491815126,4,28,12,118,1524916803.0,14.368333333333334
740.71,22.92,3.03,1043.21875,54.2123954859413,4,28,12,118,1524917703.0,14.368333333333334
573.01,22.13,2.96,1040.78125,55.3634320555237,4,28,12,118,1524918603.0,14.368333333333334
805.18,22.57,3.06,1042.5625,56.2637939418076,4,28,12,118,1524919503.0,14.368333333333334
443.03,22.59,3.02,1042.1875,56.8919086773098,4,28,13,118,1524920403.0,14.368333333333334
601.33,22.35,3.05,1042.0625,57.2313359493385,4,28,13,118,1524921303.0,14.368333333333334
413.34,22.3,3.01,1041.375,57.2727031725832,4,28,13,118,1524922203.0,14.368333333333334
901.57,23.78,3.21,1046.96875,57.014864395179,4,28,13,118,1524923103.0,14.368333333333334
806.84,24.09,3.25,1047.96875,56.4650542809188,4,28,14,118,1524924003.0,14.368333333333334
861.96,24.12,3.25,1048.71875,55.6379788545601,4,28,14,118,1524924903.0,14.368333333333334
833.76,24.32,3.32,1049.15625,54.5540413119863,4,28,14,118,1524925803.0,14.368333333333334
828.93,24.52,3.37,1049.96875,53.2372926316424,4,28,14,118,1524926703.0,14.368333333333334
829.82,24.74,3.42,1051.0,51.7133472082818,4,28,15,118,1524927603.0,14.368333333333334
839.76,24.85,3.42,1051.46875,50.0077997800172,4,28,15,118,1524928503.0,14.368333333333334
636.44,24.9,3.42,1051.65625,48.1449615638252,4,28,15,118,1524929403.0,14.368333333333334
682.21,24.89,3.41,1051.4375,46.1472047162513,4,28,15,118,1524930303.0,14.368333333333334
495.27,24.98,3.45,1052.09375,44.0348536622179,4,28,16,118,1524931203.0,14.368333333333334
706.63,25.66,3.58,1054.84375,41.8257331334085,4,28,16,118,1524932103.0,14.368333333333334
635.28,25.77,3.58,1054.9375,39.5356593517074,4,28,16,118,1524933003.0,14.368333333333334
597.92,25.98,3.66,1055.84375,37.1784765211315,4,28,16,118,1524933903.0,14.368333333333334
563.09,26.74,3.81,1058.875,34.7663734626769,4,28,17,118,1524934803.0,14.368333333333334
556.27,26.6,3.75,1057.84375,32.3100311613034,4,28,17,118,1524935703.0,14.368333333333334
167.88,26.4,3.76,1057.40625,29.8189100502063,4,28,17,118,1524936603.0,14.368333333333334
190.0,25.6,3.62,1054.53125,27.3015600552031,4,28,17,118,1524937503.0,14.368333333333334
186.55,25.5,3.64,1054.84375,24.7656882263975,4,28,18,118,1524938403.0,14.368333333333334
169.58,26.21,3.8,1057.75,22.2184441077473,4,28,18,118,1524939303.0,14.368333333333334
160.14,25.81,3.69,1055.875,19.6664511636113,4,28,18,118,1524940203.0,14.368333333333334
134.17,25.43,3.65,1054.34375,17.1162975964586,4,28,18,118,1524941103.0,14.368333333333334
113.09,26.11,3.78,1056.75,14.5743501328968,4,28,19,118,1524942003.0,14.368333333333334
101.94,26.5,3.85,1058.40625,12.0473829737169,4,28,19,118,1524942903.0,14.368333333333334
65.85,26.64,3.86,1058.71875,9.54324634066308,4,28,19,118,1524943803.0,14.368333333333334
35.5,26.14,3.76,1056.84375,7.07203480130826,4,28,19,118,1524944703.0,14.368333333333334
18.92,25.03,3.54,1052.125,4.65045398380904,4,28,20,118,1524945603.0,14.368333333333334
6.37,24.17,3.46,1049.21875,2.31639133559722,4,28,20,118,1524946503.0,14.368333333333334
1.78,23.83,3.4,1048.28125,0.176013354471182,4,28,20,118,1524947403.0,14.368333333333334
1.27,15.24,1.92,1016.28125,-0.226588105791296,4,29,6,119,1524982503.0,14.418611111111112
5.52,15.37,1.92,1015.9375,1.8599417040376,4,29,6,119,1524983403.0,14.418611111111112
11.43,15.22,1.9,1015.6875,4.16870289597621,4,29,6,119,1524984303.0,14.418611111111112
22.2,15.46,1.95,1016.46875,6.57902689632616,4,29,7,119,1524985203.0,14.418611111111112
26.35,15.46,1.93,1016.4375,9.044473002145,4,29,7,119,1524986103.0,14.418611111111112
29.48,15.42,1.94,1016.5,11.5457929409813,4,29,7,119,1524987003.0,14.418611111111112
198.51,16.6,2.22,1021.375,14.0721196398376,4,29,7,119,1524987903.0,14.418611111111112
259.86,18.03,2.43,1026.15625,16.615343953126,4,29,8,119,1524988803.0,14.418611111111112
282.61,18.71,2.56,1028.59375,19.1685756729152,4,29,8,119,1524989703.0,14.418611111111112
218.18,19.39,2.62,1030.90625,21.7253871525317,4,29,8,119,1524990603.0,14.418611111111112
516.09,21.39,3.04,1038.625,24.2794083753589,4,29,8,119,1524991503.0,14.418611111111112
246.01,22.13,3.06,1041.03125,26.8240724690538,4,29,9,119,1524992403.0,14.418611111111112
223.15,22.17,3.03,1040.9375,29.3804452863816,4,29,9,119,1524993313.0,14.418611111111112
147.61,21.51,2.9,1038.15625,31.8569788008193,4,29,9,119,1524994203.0,14.418611111111112
267.66,21.32,2.91,1037.875,34.3294540769362,4,29,9,119,1524995103.0,14.418611111111112
433.55,21.8,2.96,1039.09375,36.7607147711234,4,29,10,119,1524996003.0,14.418611111111112
675.96,22.96,3.21,1044.375,39.1403840419851,4,29,10,119,1524996903.0,14.418611111111112
667.24,24.17,3.31,1048.46875,41.4568488882902,4,29,10,119,1524997803.0,14.418611111111112
700.44,24.51,3.38,1049.625,43.696535733812,4,29,10,119,1524998703.0,14.418611111111112
732.64,24.01,3.32,1047.8125,45.8443794679396,4,29,11,119,1524999603.0,14.418611111111112
763.71,23.89,3.24,1046.46875,47.882882449375,4,29,11,119,1525000503.0,14.418611111111112
809.47,23.62,3.21,1046.21875,49.7923592573448,4,29,11,119,1525001403.0,14.418611111111112
832.31,24.6,3.33,1050.03125,51.5507878549587,4,29,11,119,1525002303.0,14.418611111111112
136.32,24.82,3.44,1051.125,53.1340772069639,4,29,12,119,1525003203.0,14.418611111111112
871.26,25.17,3.46,1052.46875,54.5165958493576,4,29,12,119,1525004103.0,14.418611111111112
923.04,26.0,3.6,1055.65625,55.6721662407552,4,29,12,119,1525005003.0,14.418611111111112
685.92,26.46,3.65,1056.96875,56.5757742085326,4,29,12,119,1525005903.0,14.418611111111112
956.56,26.72,3.71,1058.46875,57.2054092170463,4,29,13,119,1525006803.0,14.418611111111112
485.66,27.77,3.84,1061.84375,57.5443722151344,4,29,13,119,1525007703.0,14.418611111111112
319.18,27.27,3.8,1060.625,57.5831257432394,4,29,13,119,1525008603.0,14.418611111111112
493.83,27.78,3.91,1062.96875,57.3205881654377,4,29,13,119,1525009503.0,14.418611111111112
1013.6,29.27,4.22,1068.59375,56.7642448676938,4,29,14,119,1525010403.0,14.418611111111112
948.37,29.87,4.25,1070.4375,55.9291808666478,4,29,14,119,1525011303.0,14.418611111111112
889.1,31.66,4.56,1077.65625,54.8362721232592,4,29,14,119,1525012203.0,14.418611111111112
858.04,31.88,4.59,1078.21875,53.5100451046084,4,29,14,119,1525013103.0,14.418611111111112
341.49,30.93,4.43,1074.875,51.976498909632,4,29,15,119,1525014003.0,14.418611111111112
945.67,30.67,4.41,1074.0625,50.2615734801494,4,29,15,119,1525014903.0,14.418611111111112
781.31,30.89,4.43,1074.46875,48.3898350984596,4,29,15,119,1525015803.0,14.418611111111112
278.0,29.62,4.29,1070.0,46.3838956763096,4,29,15,119,1525016703.0,14.418611111111112
624.28,29.91,4.33,1071.21875,44.2640350412101,4,29,16,119,1525017603.0,14.418611111111112
370.66,29.35,4.24,1068.71875,42.0482349978999,4,29,16,119,1525018503.0,14.418611111111112
726.07,29.8,4.32,1070.78125,39.7523382577579,4,29,16,119,1525019403.0,14.418611111111112
293.67,29.52,4.27,1069.84375,37.3901354368876,4,29,16,119,1525020303.0,14.418611111111112
381.28,29.07,4.25,1068.0625,34.9737778158145,4,29,17,119,1525021203.0,14.418611111111112
268.19,29.21,4.23,1068.375,32.5138974108618,4,29,17,119,1525022103.0,14.418611111111112
235.47,28.38,4.12,1065.21875,30.0199717120199,4,29,17,119,1525023003.0,14.418611111111112
176.82,28.08,4.09,1064.21875,27.5005014111935,4,29,17,119,1525023903.0,14.418611111111112
107.06,28.08,4.11,1064.09375,24.9631355607947,4,29,18,119,1525024803.0,14.418611111111112
93.26,27.39,4.0,1061.75,22.4150024298111,4,29,18,119,1525025703.0,14.418611111111112
66.46,26.58,3.81,1058.28125,19.8627248756842,4,29,18,119,1525026603.0,14.418611111111112
75.58,25.96,3.69,1055.9375,17.3127023897049,4,29,18,119,1525027503.0,14.418611111111112
75.83,25.1,3.66,1053.4375,14.7713196816303,4,29,19,119,1525028403.0,14.418611111111112
60.55,25.15,3.62,1053.375,12.2453824210804,4,29,19,119,1525029303.0,14.418611111111112
47.0,25.57,3.7,1054.8125,9.74245807000333,4,29,19,119,1525030203.0,14.418611111111112
28.09,25.83,3.74,1055.65625,7.2723574293285,4,29,19,119,1525031103.0,14.418611111111112
15.48,25.1,3.61,1052.875,4.85086733256717,4,29,20,119,1525032003.0,14.418611111111112
11.88,24.93,3.59,1052.25,2.51261588558668,4,29,20,119,1525032903.0,14.418611111111112
5.4,24.41,3.48,1050.0625,0.35522483724554,4,29,20,119,1525033803.0,14.418611111111112
2.8,10.62,1.22,999.09375,-0.0147141852292723,4,30,6,120,1525068903.0,14.46861111111111
12.87,10.5,1.19,998.625,2.09382106495153,4,30,6,120,1525069803.0,14.46861111111111
24.27,10.32,1.17,997.84375,4.41089568003799,4,30,6,120,1525070703.0,14.46861111111111
33.96,10.81,1.26,999.625,6.82275306459486,4,30,7,120,1525071603.0,14.46861111111111
28.58,10.88,1.27,1000.21875,9.28782764588572,4,30,7,120,1525072503.0,14.46861111111111
44.03,11.06,1.29,1000.40625,11.7884494311775,4,30,7,120,1525073403.0,14.46861111111111
80.98,11.75,1.44,1003.1875,14.3139517553982,4,30,7,120,1525074303.0,14.46861111111111
113.04,13.03,1.66,1007.25,16.8565802156485,4,30,8,120,1525075203.0,14.46861111111111
291.99,14.28,1.84,1012.15625,19.4096015281637,4,30,8,120,1525076103.0,14.46861111111111
150.21,14.32,1.87,1012.125,21.9665812596981,4,30,8,120,1525077003.0,14.46861111111111
414.47,15.89,2.12,1017.9375,24.521171006466,4,30,8,120,1525077903.0,14.46861111111111
479.05,15.81,2.03,1017.1875,27.0668358658321,4,30,9,120,1525078803.0,14.46861111111111
507.14,16.37,2.11,1019.0625,29.5966681471275,4,30,9,120,1525079703.0,14.46861111111111
596.64,17.17,2.29,1022.65625,32.1032466278465,4,30,9,120,1525080603.0,14.46861111111111
571.3,18.89,2.48,1028.1875,34.5782443674642,4,30,9,120,1525081503.0,14.46861111111111
190.26,18.99,2.57,1029.25,37.0126812803872,4,30,10,120,1525082403.0,14.46861111111111
713.82,19.42,2.6,1030.625,39.3959913185452,4,30,10,120,1525083303.0,14.46861111111111
761.7,20.67,2.83,1035.3125,41.7166355889574,4,30,10,120,1525084203.0,14.46861111111111
723.56,22.41,3.09,1041.875,43.9611958294212,4,30,10,120,1525085103.0,14.46861111111111
822.29,23.2,3.17,1044.4375,46.1143116000371,4,30,11,120,1525086003.0,14.46861111111111
808.14,21.23,2.74,1036.125,48.158595129213,4,30,11,120,1525086903.0,14.46861111111111
834.32,20.09,2.59,1032.34375,50.0741377178285,4,30,11,120,1525087803.0,14.46861111111111
866.92,19.22,2.42,1029.0,51.8387498119924,4,30,11,120,1525088703.0,14.46861111111111
884.94,19.4,2.49,1029.78125,53.4280834432841,4,30,12,120,1525089603.0,14.46861111111111
946.14,19.86,2.57,1031.65625,54.8161402082416,4,30,12,120,1525090503.0,14.46861111111111
885.08,20.0,2.53,1032.03125,55.9763740544406,4,30,12,120,1525091403.0,14.46861111111111
397.33,19.0,2.42,1028.71875,56.8833664974736,4,30,12,120,1525092303.0,14.46861111111111
360.18,18.58,2.39,1027.4375,57.5146786610528,4,30,13,120,1525093203.0,14.46861111111111
390.83,18.94,2.49,1029.125,57.8533051275452,4,30,13,120,1525094103.0,14.46861111111111
608.49,19.39,2.56,1030.375,57.8895806953624,4,30,13,120,1525095003.0,14.46861111111111
457.31,20.25,2.71,1034.0,57.6224784160052,4,30,13,120,1525095903.0,14.46861111111111
392.79,20.0,2.66,1033.125,57.0597152566803,4,30,14,120,1525096803.0,14.46861111111111
1072.35,22.21,3.04,1040.5625,56.2167860872172,4,30,14,120,1525097703.0,14.46861111111111
305.56,23.12,3.14,1044.53125,55.1150340163883,4,30,14,120,1525098603.0,14.46861111111111
256.58,20.77,2.83,1035.9375,53.7794409471375,4,30,14,120,1525099503.0,14.46861111111111
264.39,19.5,2.59,1031.0625,52.2364507662986,4,30,15,120,1525100403.0,14.46861111111111
234.56,18.6,2.48,1028.0,50.5123125125053,4,30,15,120,1525101303.0,14.46861111111111
223.63,18.6,2.49,1027.6875,48.6318207961664,4,30,15,120,1525102203.0,14.46861111111111
192.46,17.42,2.28,1023.3125,46.6177954708869,4,30,15,120,1525103103.0,14.46861111111111
221.52,17.69,2.33,1024.28125,44.4905933797607,4,30,16,120,1525104003.0,14.46861111111111
575.23,18.96,2.54,1028.96875,42.2682744556297,4,30,16,120,1525104903.0,14.46861111111111
309.99,18.46,2.44,1027.09375,39.9666244369302,4,30,16,120,1525105803.0,14.46861111111111
230.94,19.19,2.6,1030.1875,37.5995000729916,4,30,16,120,1525106703.0,14.46861111111111
219.51,18.92,2.52,1029.15625,35.1790205641503,4,30,17,120,1525107603.0,14.46861111111111
234.26,18.67,2.47,1028.03125,32.7157292677874,4,30,17,120,1525108503.0,14.46861111111111
488.01,19.12,2.55,1029.5625,30.2191661424197,4,30,17,120,1525109403.0,14.46861111111111
269.7,19.1,2.57,1029.84375,27.6976612150141,4,30,17,120,1525110303.0,14.46861111111111
165.45,19.69,2.64,1031.1875,25.1588514569012,4,30,18,120,1525111203.0,14.46861111111111
126.54,19.04,2.53,1029.59375,22.6099006592065,4,30,18,120,1525112103.0,14.46861111111111
62.5,18.97,2.54,1028.84375,20.0573221791964,4,30,18,120,1525113003.0,14.46861111111111
98.74,18.82,2.53,1028.59375,17.507471546598,4,30,18,120,1525113903.0,14.46861111111111
124.94,18.64,2.51,1028.28125,14.9668041793001,4,30,19,120,1525114803.0,14.46861111111111
58.23,18.9,2.54,1028.71875,12.4419248451116,4,30,19,120,1525115703.0,14.46861111111111
14.21,18.57,2.48,1027.6875,9.94022552848348,4,30,19,120,1525116603.0,14.46861111111111
6.79,18.28,2.43,1026.71875,7.47126247651275,4,30,19,120,1525117503.0,14.46861111111111
2.7,18.31,2.46,1027.125,5.05007722154522,4,30,20,120,1525118403.0,14.46861111111111
2.51,18.07,2.4,1025.75,2.70836365558958,4,30,20,120,1525119303.0,14.46861111111111
0.27,17.82,2.38,1025.09375,0.535329968190193,4,30,20,120,1525120203.0,14.46861111111111
1.41,11.83,1.34,1002.9375,0.194767208041753,5,1,6,121,1525155303.0,14.518055555555556
3.42,10.98,1.21,1000.125,2.32529935349043,5,1,6,121,1525156203.0,14.518055555555556
13.13,11.15,1.27,1000.84375,4.64924473571848,5,1,6,121,1525157103.0,14.518055555555556
29.67,11.82,1.39,1003.1875,7.06220416279679,5,1,7,121,1525158003.0,14.518055555555556
27.99,11.58,1.33,1002.03125,9.5268064271183,5,1,7,121,1525158903.0,14.518055555555556
40.7,11.15,1.25,1000.125,12.0265419007152,5,1,7,121,1525159803.0,14.518055555555556
40.75,11.37,1.29,1001.34375,14.55124549237,5,1,7,121,1525160703.0,14.518055555555556
59.49,11.07,1.18,1000.0,17.0932980877716,5,1,8,121,1525161603.0,14.518055555555556
58.18,11.01,1.18,1000.125,19.6459798300739,5,1,8,121,1525162503.0,14.518055555555556
76.45,10.93,1.17,999.5,22.2030332025678,5,1,8,121,1525163403.0,14.518055555555556
91.18,11.13,1.19,1000.3125,24.7581506053278,5,1,8,121,1525164303.0,14.518055555555556
66.15,10.69,1.12,998.59375,27.3047672738984,5,1,9,121,1525165203.0,14.518055555555556
90.04,10.71,1.13,998.5625,29.8360856778452,5,1,9,121,1525166103.0,14.518055555555556
73.57,10.77,1.14,998.6875,32.3445915394723,5,1,9,121,1525167003.0,14.518055555555556
81.33,10.84,1.16,999.09375,34.8221380498517,5,1,9,121,1525167903.0,14.518055555555556
80.82,10.88,1.15,999.5625,37.2595796052244,5,1,10,121,1525168803.0,14.518055555555556
82.2,11.0,1.17,999.9375,39.6465798288113,5,1,10,121,1525169703.0,14.518055555555556
112.47,11.0,1.17,999.71875,41.9714750489369,5,1,10,121,1525170603.0,14.518055555555556
130.26,11.29,1.23,1000.625,44.2207969987542,5,1,10,121,1525171503.0,14.518055555555556
138.65,11.14,1.18,1000.4375,46.3792942703142,5,1,11,121,1525172403.0,14.518055555555556
178.45,11.31,1.21,1000.6875,48.4293169224012,5,1,11,121,1525173303.0,14.518055555555556
242.22,11.21,1.19,1000.21875,50.3509177433311,5,1,11,121,1525174203.0,14.518055555555556
375.08,11.42,1.23,1001.28125,52.1217842033289,5,1,11,121,1525175103.0,14.518055555555556
470.59,12.63,1.46,1005.5625,53.7172063868388,5,1,12,121,1525176003.0,14.518055555555556
671.04,13.17,1.5,1007.1875,55.1109151860475,5,1,12,121,1525176903.0,14.518055555555556
489.22,13.25,1.51,1007.40625,56.2759745097522,5,1,12,121,1525177803.0,14.518055555555556
462.53,13.45,1.54,1008.40625,57.1864535702343,5,1,12,121,1525178703.0,14.518055555555556
591.93,13.79,1.58,1009.3125,57.8195941905533,5,1,13,121,1525179603.0,14.518055555555556
622.71,14.32,1.71,1011.59375,58.1580473733931,5,1,13,121,1525180503.0,14.518055555555556
1461.03,16.43,1.99,1018.84375,58.1919882999712,5,1,13,121,1525181403.0,14.518055555555556
647.75,15.94,1.83,1016.90625,57.9204436159481,5,1,13,121,1525182303.0,14.518055555555556
577.16,15.75,1.89,1016.9375,57.3514032794377,5,1,14,121,1525183203.0,14.518055555555556
593.33,16.66,2.03,1019.59375,56.5007360027605,5,1,14,121,1525184103.0,14.518055555555556
447.55,15.79,1.89,1016.4375,55.3902748852863,5,1,14,121,1525185003.0,14.518055555555556
525.79,16.1,1.98,1018.0625,54.0454419320947,5,1,14,121,1525185903.0,14.518055555555556
412.46,16.38,2.0,1018.5625,52.493132139889,5,1,15,121,1525186803.0,14.518055555555556
341.49,15.82,1.92,1017.28125,50.7599031385915,5,1,15,121,1525187703.0,14.518055555555556
256.15,15.52,1.89,1015.84375,48.8708493927712,5,1,15,121,1525188603.0,14.518055555555556
304.96,15.53,1.88,1015.84375,46.8488563810516,5,1,15,121,1525189503.0,14.518055555555556
293.71,15.81,1.95,1017.0,44.7144937288067,5,1,16,121,1525190403.0,14.518055555555556
306.67,15.92,1.99,1017.78125,42.4857941577003,5,1,16,121,1525191303.0,14.518055555555556
284.44,15.77,1.94,1016.96875,40.1785726583292,5,1,16,121,1525192203.0,14.518055555555556
293.37,15.82,1.95,1017.03125,37.8066563088486,5,1,16,121,1525193103.0,14.518055555555556
245.87,15.7,1.96,1016.8125,35.382087010866,5,1,17,121,1525194003.0,14.518055555555556
206.48,15.6,1.94,1016.59375,32.9155738681503,5,1,17,121,1525194903.0,14.518055555555556
267.72,15.83,1.99,1017.34375,30.4163634447632,5,1,17,121,1525195803.0,14.518055555555556
253.5,16.36,2.08,1019.4375,27.8929104082033,5,1,17,121,1525196703.0,14.518055555555556
207.73,16.14,2.04,1018.46875,25.3527980026376,5,1,18,121,1525197603.0,14.518055555555556
181.72,15.93,2.0,1017.5625,22.8030276414844,5,1,18,121,1525198503.0,14.518055555555556
137.28,15.75,1.97,1016.875,20.2501972271771,5,1,18,121,1525199403.0,14.518055555555556
132.58,15.61,1.94,1015.96875,17.700662612146,5,1,18,121,1525200303.0,14.518055555555556
111.0,15.04,1.86,1014.40625,15.160710385499,5,1,19,121,1525201203.0,14.518055555555556
83.32,14.94,1.84,1014.0,12.6368823005387,5,1,19,121,1525202103.0,14.518055555555556
62.71,15.32,1.94,1015.46875,10.1364287865308,5,1,19,121,1525203003.0,14.518055555555556
48.5,15.39,1.91,1015.46875,7.66877124874799,5,1,19,121,1525203903.0,14.518055555555556
28.56,15.55,1.96,1016.09375,5.2480054257826,5,1,20,121,1525204803.0,14.518055555555556
15.72,16.1,2.06,1018.6875,2.90348371446582,5,1,20,121,1525205703.0,14.518055555555556
5.78,16.11,2.04,1018.125,0.716174847515517,5,1,20,121,1525206603.0,14.518055555555556
0.63,13.67,1.62,1009.375,0.402895495435473,5,2,6,122,1525241703.0,14.567222222222222
1.36,13.6,1.61,1009.03125,2.55394464303645,5,2,6,122,1525242603.0,14.567222222222222
4.04,13.54,1.6,1008.5625,4.88361444772843,5,2,6,122,1525243503.0,14.567222222222222
7.97,13.6,1.61,1009.28125,7.29727374261213,5,2,7,122,1525244403.0,14.567222222222222
16.38,13.51,1.6,1008.59375,9.7612988815405,5,2,7,122,1525245303.0,14.567222222222222
23.45,13.24,1.56,1007.96875,12.2600313778039,5,2,7,122,1525246203.0,14.567222222222222
32.2,13.6,1.62,1009.03125,14.7838984531083,5,2,7,122,1525247103.0,14.567222222222222
