Irradiance,BodyTemperature,RelativeHumidity,Pressure,SunZenith,Month,Day,Hour,DayOfTheYear,UnixTime,DayLength
3.44,7.28,0.08,992.78125,0.0818276910761476,1,1,8,1,1514794503.0,8.71
10.88,7.14,0.07,992.28125,1.91479364587901,1,1,8,1,1514795403.0,8.71
16.4,7.66,0.18,994.09375,3.81311177344699,1,1,8,1,1514796303.0,8.71
17.5,7.63,0.15,993.875,5.68362724571351,1,1,9,1,1514797203.0,8.71
19.37,7.59,0.15,993.8125,7.48859669702929,1,1,9,1,1514798103.0,8.71
55.96,7.7,0.14,994.21875,9.20961493537785,1,1,9,1,1514799003.0,8.71
52.56,7.8,0.17,994.59375,10.8346472209587,1,1,9,1,1514799903.0,8.71
52.88,7.78,0.16,994.40625,12.3540675205058,1,1,10,1,1514800803.0,8.71
50.85,7.19,0.05,992.6875,13.7592400747033,1,1,10,1,1514801703.0,8.71
60.14,7.86,0.18,994.875,15.0421597379869,1,1,10,1,1514802603.0,8.71
285.51,8.36,0.3,997.125,16.1953282424636,1,1,10,1,1514803503.0,8.71
287.43,10.04,0.62,1003.0625,17.2116806569816,1,1,11,1,1514804403.0,8.71
306.46,11.42,0.82,1007.75,18.0847500467707,1,1,11,1,1514805303.0,8.71
328.94,12.48,1.0,1011.40625,18.8087264744519,1,1,11,1,1514806203.0,8.71
136.41,12.67,1.03,1012.53125,19.3786114282118,1,1,11,1,1514807103.0,8.71
348.24,12.95,1.08,1013.21875,19.7903454577509,1,1,12,1,1514808003.0,8.71
347.72,14.6,1.41,1020.03125,20.0409172274601,1,1,12,1,1514808903.0,8.71
346.86,14.7,1.37,1019.71875,20.1284753194849,1,1,12,1,1514809803.0,8.71
347.31,14.46,1.29,1018.34375,20.0523587227215,1,1,12,1,1514810703.0,8.71
342.74,14.99,1.42,1020.75,19.8131360018818,1,1,13,1,1514811603.0,8.71
334.59,15.85,1.59,1024.15625,19.4125922250762,1,1,13,1,1514812503.0,8.71
324.09,17.42,1.88,1030.15625,18.8536501522474,1,1,13,1,1514813403.0,8.71
310.77,16.54,1.68,1026.5,18.140314526144,1,1,13,1,1514814303.0,8.71
294.45,17.25,1.84,1029.09375,17.277509264214,1,1,14,1,1514815203.0,8.71
280.51,16.84,1.72,1027.53125,16.2709849878107,1,1,14,1,1514816103.0,8.71
163.39,15.24,1.41,1021.40625,15.1272000404348,1,1,14,1,1514817003.0,8.71
295.51,14.74,1.4,1020.15625,13.8531365188546,1,1,14,1,1514817903.0,8.71
91.43,12.77,0.97,1012.4375,12.4563182134225,1,1,15,1,1514818803.0,8.71
86.76,12.31,0.97,1011.34375,10.9447003829498,1,1,15,1,1514819703.0,8.71
63.18,12.37,0.94,1011.09375,9.32680711125613,1,1,15,1,1514820603.0,8.71
57.07,11.91,0.9,1009.8125,7.61223843623723,1,1,15,1,1514821503.0,8.71
24.43,12.29,0.95,1011.0625,5.81278269146547,1,1,16,1,1514822403.0,8.71
18.18,11.57,0.79,1008.34375,3.94606991308368,1,1,16,1,1514823303.0,8.71
12.79,11.04,0.72,1006.5625,2.04771036022924,1,1,16,1,1514824203.0,8.71
2.57,11.4,0.81,1007.78125,0.206258113558366,1,1,16,1,1514825103.0,8.71
2.77,7.43,0.12,993.40625,0.0835365752392941,1,2,8,2,1514880903.0,8.726111111111111
3.73,7.6,0.16,994.375,1.92010870432361,1,2,8,2,1514881803.0,8.726111111111111
11.71,7.88,0.2,994.59375,3.82243348919795,1,2,8,2,1514882703.0,8.726111111111111
29.08,8.7,0.38,998.09375,5.69715583765913,1,2,9,2,1514883603.0,8.726111111111111
35.88,8.97,0.39,999.0,7.50650563398836,1,2,9,2,1514884503.0,8.726111111111111
39.16,9.07,0.39,999.375,9.23217481266521,1,2,9,2,1514885403.0,8.726111111111111
48.29,8.14,0.24,995.96875,10.8620733346792,1,2,9,2,1514886303.0,8.726111111111111
60.05,8.5,0.31,997.0625,12.3865109384698,1,2,10,2,1514887203.0,8.726111111111111
67.86,9.52,0.5,1001.3125,13.7968928257765,1,2,10,2,1514888103.0,8.726111111111111
41.19,9.07,0.37,999.3125,15.0851796072096,1,2,10,2,1514889003.0,8.726111111111111
103.15,9.64,0.52,1001.5,16.2438407767246,1,2,10,2,1514889903.0,8.726111111111111
127.2,10.54,0.66,1005.09375,17.2657815309456,1,2,11,2,1514890803.0,8.726111111111111
62.73,10.74,0.7,1005.4375,18.1444972075927,1,2,11,2,1514891703.0,8.726111111111111
112.37,10.53,0.64,1004.71875,18.8741384581115,1,2,11,2,1514892603.0,8.726111111111111
146.08,11.8,0.86,1009.25,19.4496565174334,1,2,11,2,1514893503.0,8.726111111111111
409.33,13.4,1.18,1014.90625,19.866962413591,1,2,12,2,1514894403.0,8.726111111111111
192.6,12.76,1.0,1012.5625,20.1229907309983,1,2,12,2,1514895303.0,8.726111111111111
204.95,12.11,0.91,1010.375,20.2158459677435,1,2,12,2,1514896203.0,8.726111111111111
198.02,11.66,0.77,1008.25,20.1448251990302,1,2,12,2,1514897103.0,8.726111111111111
462.05,12.07,0.91,1010.15625,19.9104678353409,1,2,13,2,1514898003.0,8.726111111111111
141.07,11.56,0.8,1008.375,19.514509949386,1,2,13,2,1514898903.0,8.726111111111111
210.23,12.14,0.93,1010.46875,18.959872508598,1,2,13,2,1514899803.0,8.726111111111111
132.95,11.36,0.74,1007.1875,18.2505172409836,1,2,13,2,1514900703.0,8.726111111111111
116.92,11.68,0.87,1008.875,17.3913601070368,1,2,14,2,1514901603.0,8.726111111111111
133.1,12.09,0.91,1010.28125,16.3881686583916,1,2,14,2,1514902503.0,8.726111111111111
114.95,12.44,0.97,1011.4375,15.2473910200716,1,2,14,2,1514903403.0,8.726111111111111
101.61,12.13,0.91,1010.25,13.9759733429181,1,2,14,2,1514904303.0,8.726111111111111
98.7,11.98,0.87,1009.65625,12.5814863764194,1,2,15,2,1514905203.0,8.726111111111111
83.05,12.19,0.94,1010.90625,11.0718317323209,1,2,15,2,1514906103.0,8.726111111111111
51.43,12.09,0.91,1010.5,9.45555621405907,1,2,15,2,1514907003.0,8.726111111111111
60.42,12.17,0.94,1010.71875,7.74213938799783,1,2,15,2,1514907903.0,8.726111111111111
53.41,12.17,0.94,1010.4375,5.94318557358321,1,2,16,2,1514908803.0,8.726111111111111
21.55,11.96,0.87,1009.65625,4.07580409951302,1,2,16,2,1514909703.0,8.726111111111111
6.95,11.46,0.8,1007.875,2.17361900833595,1,2,16,2,1514910603.0,8.726111111111111
4.45,10.88,0.69,1005.875,0.321046993761787,1,2,16,2,1514911503.0,8.726111111111111
1.07,18.42,2.04,1034.3125,0.0908504935770239,1,3,8,3,1514967303.0,8.743333333333334
3.06,18.64,2.09,1034.90625,1.93167758140951,1,3,8,3,1514968203.0,8.743333333333334
17.86,18.35,2.03,1033.5,3.83831792784952,1,3,8,3,1514969103.0,8.743333333333334
18.7,18.66,2.1,1035.1875,5.71746376481611,1,3,9,3,1514970003.0,8.743333333333334
27.42,19.06,2.18,1036.65625,7.53137278069037,1,3,9,3,1514970903.0,8.743333333333334
61.57,19.35,2.19,1037.1875,9.26175856448987,1,3,9,3,1514971803.0,8.743333333333334
53.62,19.4,2.21,1037.84375,10.8965783932301,1,3,9,3,1514972703.0,8.743333333333334
73.7,19.33,2.22,1037.78125,12.4425180515082,1,3,10,3,1514973613.0,8.743333333333334
46.65,19.41,2.2,1037.71875,13.8418033691528,1,3,10,3,1514974503.0,8.743333333333334
33.84,19.43,2.21,1037.8125,15.1355206874835,1,3,10,3,1514975403.0,8.743333333333334
14.03,19.5,2.22,1038.09375,16.2997363606565,1,3,10,3,1514976303.0,8.743333333333334
24.23,15.46,1.56,1023.03125,17.3273188220386,1,3,11,3,1514977203.0,8.743333333333334
85.26,15.59,1.69,1024.34375,18.2117145159478,1,3,11,3,1514978103.0,8.743333333333334
47.16,16.06,1.68,1025.125,18.9470385791441,1,3,11,3,1514979003.0,8.743333333333334
18.83,13.38,1.25,1015.71875,19.5282012039906,1,3,11,3,1514979903.0,8.743333333333334
111.28,12.84,1.23,1014.40625,19.951074191754,1,3,12,3,1514980803.0,8.743333333333334
180.53,15.47,1.65,1023.375,20.2125337913989,1,3,12,3,1514981703.0,8.743333333333334
15.92,14.43,1.33,1017.90625,20.3106418942451,1,3,12,3,1514982603.0,8.743333333333334
8.4,10.96,0.78,1006.53125,20.2446574253671,1,3,12,3,1514983503.0,8.743333333333334
17.1,7.53,0.13,994.0,20.0150852734325,1,3,13,3,1514984403.0,8.743333333333334
13.73,6.67,0.05,991.09375,19.6236343296563,1,3,13,3,1514985303.0,8.743333333333334
12.05,6.25,0.0,989.34375,19.0731811736033,1,3,13,3,1514986203.0,8.743333333333334
10.11,6.42,0.03,990.1875,18.3676824442153,1,3,13,3,1514987103.0,8.743333333333334
15.61,6.22,0.0,989.1875,17.5120704775572,1,3,14,3,1514988003.0,8.743333333333334
21.23,6.88,0.13,991.75,16.5120612910794,1,3,14,3,1514988903.0,8.743333333333334
25.1,7.14,0.17,992.75,15.3741225063213,1,3,14,3,1514989803.0,8.743333333333334
13.12,6.87,0.1,991.71875,14.1052208688607,1,3,14,3,1514990703.0,8.743333333333334
15.08,6.48,0.05,990.15625,12.7129144303318,1,3,15,3,1514991603.0,8.743333333333334
12.8,6.94,0.16,991.875,11.2050822387745,1,3,15,3,1514992503.0,8.743333333333334
35.14,7.67,0.3,994.71875,9.59023766852552,1,3,15,3,1514993403.0,8.743333333333334
28.42,8.61,0.45,998.28125,7.87782089485095,1,3,15,3,1514994303.0,8.743333333333334
7.63,9.42,0.61,1001.15625,6.07925511845239,1,3,16,3,1514995203.0,8.743333333333334
10.53,10.11,0.73,1003.78125,4.21099765450054,1,3,16,3,1514996103.0,8.743333333333334
8.26,10.4,0.76,1004.71875,2.30496231040027,1,3,16,3,1514997003.0,8.743333333333334
3.7,10.3,0.67,1003.65625,0.441170830586708,1,3,16,3,1514997903.0,8.743333333333334
0.23,8.35,0.27,996.46875,0.103772913203535,1,4,8,4,1515053703.0,8.762222222222222
0.95,8.24,0.26,996.0,1.94952136770742,1,4,8,4,1515054603.0,8.762222222222222
3.5,7.89,0.2,995.09375,3.86082827320369,1,4,8,4,1515055503.0,8.762222222222222
5.24,8.24,0.26,995.84375,5.7445522230136,1,4,9,4,1515056403.0,8.762222222222222
5.7,8.15,0.27,995.84375,7.5631155255891,1,4,9,4,1515057303.0,8.762222222222222
6.53,8.33,0.3,996.53125,9.29837834569497,1,4,9,4,1515058203.0,8.762222222222222
11.05,8.21,0.26,995.75,10.9382322839914,1,4,9,4,1515059103.0,8.762222222222222
9.14,8.36,0.3,996.5625,12.4729813485745,1,4,10,4,1515060003.0,8.762222222222222
11.04,8.35,0.31,996.6875,13.8939835913125,1,4,10,4,1515060903.0,8.762222222222222
16.11,8.08,0.26,995.375,15.1932021885649,1,4,10,4,1515061803.0,8.762222222222222
18.7,8.06,0.29,995.90625,16.3630209748873,1,4,10,4,1515062703.0,8.762222222222222
16.88,8.01,0.28,995.46875,17.3962641425492,1,4,11,4,1515063603.0,8.762222222222222
18.35,8.21,0.31,995.9375,18.2863886193164,1,4,11,4,1515064503.0,8.762222222222222
20.17,8.16,0.33,996.09375,19.0274038708438,1,4,11,4,1515065403.0,8.762222222222222
25.54,7.85,0.29,994.65625,19.6142346915371,1,4,11,4,1515066303.0,8.762222222222222
35.88,7.89,0.31,995.5,20.0426486714285,1,4,12,4,1515067203.0,8.762222222222222
35.4,8.28,0.38,996.59375,20.309506434474,1,4,12,4,1515068103.0,8.762222222222222
34.4,9.15,0.54,999.6875,20.4128223545123,1,4,12,4,1515069003.0,8.762222222222222
26.76,9.51,0.6,1001.03125,20.3518133092501,1,4,12,4,1515069903.0,8.762222222222222
36.69,9.8,0.65,1002.4375,20.1269406127904,1,4,13,4,1515070803.0,8.762222222222222
27.85,11.31,0.94,1008.25,19.7398989303369,1,4,13,4,1515071703.0,8.762222222222222
21.22,11.48,0.93,1008.125,19.1935249833576,1,4,13,4,1515072603.0,8.762222222222222
28.62,11.54,0.94,1009.0,18.4917883495396,1,4,13,4,1515073503.0,8.762222222222222
21.54,11.93,1.01,1010.0625,17.639567386501,1,4,14,4,1515074403.0,8.762222222222222
23.32,11.56,0.94,1008.53125,16.6426141567137,1,4,14,4,1515075303.0,8.762222222222222
13.33,12.0,1.03,1010.5,15.5073483652219,1,4,14,4,1515076203.0,8.762222222222222
19.55,11.73,0.98,1009.53125,14.2408078078072,1,4,14,4,1515077103.0,8.762222222222222
18.33,12.18,1.04,1011.0,12.8504870658464,1,4,15,4,1515078003.0,8.762222222222222
12.88,12.44,1.11,1012.0,11.3442948618867,1,4,15,4,1515078903.0,8.762222222222222
10.05,12.7,1.14,1012.65625,9.73075149452714,1,4,15,4,1515079803.0,8.762222222222222
6.6,12.92,1.19,1013.59375,8.01920099540056,1,4,15,4,1515080703.0,8.762222222222222
5.22,12.52,1.11,1012.0625,6.22083823716525,1,4,16,4,1515081603.0,8.762222222222222
5.75,12.5,1.12,1011.84375,4.35161692528878,1,4,16,4,1515082503.0,8.762222222222222
3.64,12.2,1.06,1011.03125,2.44174491156903,1,4,16,4,1515083403.0,8.762222222222222
0.66,12.21,1.07,1011.0625,0.566635431715851,1,4,16,4,1515084303.0,8.762222222222222
5.13,10.43,0.64,1004.375,0.122271845600587,1,5,8,5,1515140103.0,8.782222222222222
10.49,10.64,0.69,1005.28125,1.97364545793813,1,5,8,5,1515141003.0,8.782222222222222
17.28,10.51,0.64,1004.4375,3.8899547497351,1,5,8,5,1515141903.0,8.782222222222222
20.74,9.99,0.57,1002.84375,5.77842557913251,1,5,9,5,1515142803.0,8.782222222222222
25.91,9.96,0.57,1003.0,7.6018515933115,1,5,9,5,1515143703.0,8.782222222222222
71.89,10.07,0.59,1002.9375,9.34203108400262,1,5,9,5,1515144603.0,8.782222222222222
68.08,10.64,0.69,1004.96875,10.9869766025939,1,5,9,5,1515145503.0,8.782222222222222
185.47,11.57,0.89,1008.5625,12.5270043265398,1,5,10,5,1515146403.0,8.782222222222222
131.34,12.57,1.02,1011.9375,13.9534420637509,1,5,10,5,1515147303.0,8.782222222222222
161.97,13.28,1.14,1014.0625,15.258223255937,1,5,10,5,1515148203.0,8.782222222222222
176.86,13.0,1.12,1013.96875,16.4336824083933,1,5,10,5,1515149103.0,8.782222222222222
326.75,14.17,1.31,1018.0,17.4726337003699,1,5,11,5,1515150003.0,8.782222222222222
227.73,15.08,1.43,1021.09375,18.3684839783729,1,5,11,5,1515150903.0,8.782222222222222
247.32,17.18,1.82,1028.96875,19.1152287196195,1,5,11,5,1515151803.0,8.782222222222222
162.17,17.94,1.89,1031.5,19.7077006874536,1,5,11,5,1515152703.0,8.782222222222222
154.16,16.05,1.55,1024.46875,20.1416465658011,1,5,12,5,1515153603.0,8.782222222222222
155.94,14.73,1.33,1019.84375,20.4138708309601,1,5,12,5,1515154503.0,8.782222222222222
136.95,14.96,1.43,1020.8125,20.5223440701572,1,5,12,5,1515155403.0,8.782222222222222
201.94,15.68,1.53,1023.59375,20.466241875204,1,5,12,5,1515156303.0,8.782222222222222
217.33,15.72,1.56,1023.75,20.2459948526275,1,5,13,5,1515157203.0,8.782222222222222
99.28,16.47,1.68,1026.28125,19.8632514126042,1,5,13,5,1515158103.0,8.782222222222222
101.7,16.6,1.68,1026.6875,19.32085254464,1,5,13,5,1515159003.0,8.782222222222222
73.49,14.57,1.3,1019.25,18.6227320263288,1,5,13,5,1515159903.0,8.782222222222222
56.13,14.38,1.3,1018.53125,17.7737617286198,1,5,14,5,1515160803.0,8.782222222222222
87.02,15.15,1.45,1021.65625,16.779708291265,1,5,14,5,1515161703.0,8.782222222222222
71.27,16.02,1.59,1024.625,15.6469789108411,1,5,14,5,1515162603.0,8.782222222222222
49.21,16.1,1.61,1024.90625,14.3826529290265,1,5,14,5,1515163503.0,8.782222222222222
60.81,15.75,1.53,1023.40625,12.9941403317203,1,5,15,5,1515164403.0,8.782222222222222
36.68,14.64,1.37,1019.65625,11.4894636946785,1,5,15,5,1515165303.0,8.782222222222222
19.81,14.74,1.38,1020.125,9.87703444403127,1,5,15,5,1515166203.0,8.782222222222222
36.43,15.09,1.44,1021.0,8.16615139013378,1,5,15,5,1515167103.0,8.782222222222222
14.8,14.42,1.31,1018.5625,6.36783824289724,1,5,16,5,1515168003.0,8.782222222222222
23.56,14.57,1.35,1019.125,4.49759259317914,1,5,16,5,1515168903.0,8.782222222222222
23.41,14.78,1.39,1020.25,2.58390813128003,1,5,16,5,1515169803.0,8.782222222222222
10.78,13.94,1.23,1016.6875,0.697547316705244,1,5,16,5,1515170703.0,8.782222222222222
3.72,11.64,0.85,1008.59375,0.146469799498388,1,6,8,6,1515226503.0,8.803333333333333
8.33,11.43,0.8,1007.15625,2.00411899743856,1,6,8,6,1515227403.0,8.803333333333333
11.47,11.08,0.75,1006.875,3.92576776256727,1,6,8,6,1515228303.0,8.803333333333333
17.98,11.42,0.81,1007.96875,5.8191547672286,1,6,9,6,1515229203.0,8.803333333333333
38.01,11.67,0.86,1008.84375,7.64746930077847,1,6,9,6,1515230103.0,8.803333333333333
72.71,11.96,0.92,1009.65625,9.39269669727842,1,6,9,6,1515231003.0,8.803333333333333
81.32,12.28,0.96,1011.03125,11.0428614914412,1,6,9,6,1515231903.0,8.803333333333333
66.19,12.85,1.06,1013.125,12.588233751663,1,6,10,6,1515232803.0,8.803333333333333
70.06,13.01,1.06,1013.625,14.020151988612,1,6,10,6,1515233703.0,8.803333333333333
70.56,13.24,1.13,1014.28125,15.3305319120143,1,6,10,6,1515234603.0,8.803333333333333
65.79,13.94,1.24,1016.9375,16.5116782355135,1,6,10,6,1515235503.0,8.803333333333333
90.84,13.67,1.2,1016.3125,17.5564083339927,1,6,11,6,1515236403.0,8.803333333333333
95.43,13.89,1.21,1016.59375,18.4579987723015,1,6,11,6,1515237303.0,8.803333333333333
119.66,12.89,0.99,1012.84375,19.2104804024908,1,6,11,6,1515238203.0,8.803333333333333
119.31,12.57,0.99,1012.0,19.8085807989133,1,6,11,6,1515239103.0,8.803333333333333
154.25,13.39,1.14,1014.6875,20.2480325877487,1,6,12,6,1515240003.0,8.803333333333333
175.1,12.49,0.97,1011.6875,20.5255849661167,1,6,12,6,1515240903.0,8.803333333333333
243.04,12.9,1.07,1013.34375,20.6391614211794,1,6,12,6,1515241803.0,8.803333333333333
178.6,13.7,1.21,1015.75,20.5878944586585,1,6,12,6,1515242703.0,8.803333333333333
177.8,13.83,1.17,1016.28125,20.3721758322165,1,6,13,6,1515243603.0,8.803333333333333
355.56,15.32,1.53,1022.21875,19.9936359079554,1,6,13,6,1515244503.0,8.803333333333333
384.02,17.11,1.79,1028.21875,19.4551014233348,1,6,13,6,1515245403.0,8.803333333333333
214.5,14.93,1.38,1020.40625,18.7604475174589,1,6,13,6,1515246303.0,8.803333333333333
167.77,14.63,1.31,1019.34375,17.9146035732741,1,6,14,6,1515247203.0,8.803333333333333
158.63,14.4,1.27,1018.4375,16.9232925332122,1,6,14,6,1515248103.0,8.803333333333333
115.92,13.31,1.1,1014.5,15.7929811289774,1,6,14,6,1515249003.0,8.803333333333333
232.08,14.66,1.42,1020.125,14.5306535225807,1,6,14,6,1515249903.0,8.803333333333333
206.81,15.12,1.43,1021.21875,13.1438361542318,1,6,15,6,1515250803.0,8.803333333333333
175.37,13.75,1.12,1015.625,11.6404585356202,1,6,15,6,1515251703.0,8.803333333333333
184.63,12.72,0.99,1012.28125,10.0289921727702,1,6,15,6,1515252603.0,8.803333333333333
64.07,11.8,0.84,1009.0,8.31860597491955,1,6,15,6,1515253503.0,8.803333333333333
106.32,11.7,0.86,1009.03125,6.49981175690344,1,6,16,6,1515254413.0,8.803333333333333
40.11,11.56,0.81,1008.4375,4.6487856930192,1,6,16,6,1515255303.0,8.803333333333333
12.52,11.61,0.84,1008.53125,2.73128755382189,1,6,16,6,1515256203.0,8.803333333333333
3.77,12.17,0.96,1010.46875,0.833878341508438,1,6,16,6,1515257103.0,8.803333333333333
1.22,11.32,0.79,1007.125,0.176367824876896,1,7,8,7,1515312903.0,8.82611111111111
4.72,11.31,0.76,1007.0625,2.04096795078291,1,7,8,7,1515313803.0,8.82611111111111
10.12,11.16,0.74,1006.46875,3.96823052504542,1,7,8,7,1515314703.0,8.82611111111111
15.79,11.25,0.77,1007.21875,5.86670613901126,1,7,9,7,1515315603.0,8.82611111111111
24.39,11.4,0.8,1007.8125,7.70007936075612,1,7,9,7,1515316503.0,8.82611111111111
40.42,11.5,0.81,1008.0,9.45042984040082,1,7,9,7,1515317403.0,8.82611111111111
68.51,11.69,0.88,1009.0625,11.1058256253455,1,7,9,7,1515318303.0,8.82611111111111
55.77,11.47,0.8,1007.78125,12.6566371185711,1,7,10,7,1515319203.0,8.82611111111111
61.28,11.52,0.8,1007.6875,14.094093696591,1,7,10,7,1515320103.0,8.82611111111111
68.84,11.74,0.85,1008.5625,15.4101373417109,1,7,10,7,1515321003.0,8.82611111111111
73.46,11.32,0.77,1007.0,16.597020544025,1,7,10,7,1515321903.0,8.82611111111111
130.76,11.85,0.87,1008.9375,17.6475218341062,1,7,11,7,1515322803.0,8.82611111111111
293.05,12.17,0.96,1010.625,18.5549107229892,1,7,11,7,1515323703.0,8.82611111111111
143.52,12.76,1.05,1012.21875,19.3130926261861,1,7,11,7,1515324603.0,8.82611111111111
331.14,14.13,1.33,1017.59375,19.916835084052,1,7,11,7,1515325503.0,8.82611111111111
292.05,15.39,1.53,1021.875,20.361768422858,1,7,12,7,1515326403.0,8.82611111111111
249.18,15.16,1.44,1021.0625,20.6446047914444,1,7,12,7,1515327303.0,8.82611111111111
289.8,14.63,1.32,1019.21875,20.763223575788,1,7,12,7,1515328203.0,8.82611111111111
408.95,14.09,1.23,1017.1875,20.7167157238716,1,7,12,7,1515329103.0,8.82611111111111
295.06,13.92,1.19,1016.1875,20.5054406268122,1,7,13,7,1515330003.0,8.82611111111111
266.71,13.52,1.13,1014.90625,20.1310047328127,1,7,13,7,1515330903.0,8.82611111111111
255.21,13.0,1.03,1012.875,19.5961859578838,1,7,13,7,1515331803.0,8.82611111111111
199.43,12.73,1.0,1012.1875,18.9049026525764,1,7,13,7,1515332703.0,8.82611111111111
335.09,11.96,0.88,1009.4375,18.0620258745504,1,7,14,7,1515333603.0,8.82611111111111
228.65,13.21,1.08,1013.6875,17.0733248566343,1,7,14,7,1515334503.0,8.82611111111111
149.49,12.01,0.91,1009.625,15.9452128357314,1,7,14,7,1515335403.0,8.82611111111111
189.18,11.91,0.91,1009.53125,14.6847562879693,1,7,14,7,1515336303.0,8.82611111111111
126.44,12.1,0.94,1010.40625,13.2994302295646,1,7,15,7,1515337203.0,8.82611111111111
86.64,12.03,0.91,1009.71875,11.7972166524432,1,7,15,7,1515338103.0,8.82611111111111
160.26,12.05,0.91,1009.96875,10.1865282520178,1,7,15,7,1515339003.0,8.82611111111111
57.98,12.74,1.03,1012.09375,8.47650984461071,1,7,15,7,1515339903.0,8.82611111111111
89.99,12.6,0.98,1011.6875,6.67788557361213,1,7,16,7,1515340803.0,8.82611111111111
39.4,11.75,0.82,1008.53125,4.80514834357016,1,7,16,7,1515341703.0,8.82611111111111
23.53,11.63,0.84,1008.40625,2.88387876317083,1,7,16,7,1515342603.0,8.82611111111111
11.24,10.96,0.73,1006.0625,0.975663598750602,1,7,16,7,1515343503.0,8.82611111111111
11.23,6.19,0.0,988.625,0.211996149611878,1,8,8,8,1515399303.0,8.849722222222223
22.26,6.23,0.0,988.4375,2.08416662034963,1,8,8,8,1515400203.0,8.849722222222223
35.97,6.33,0.0,988.6875,4.01739478429406,1,8,8,8,1515401103.0,8.849722222222223
51.04,6.27,0.0,988.625,5.92112300142479,1,8,9,8,1515402003.0,8.849722222222223
65.43,6.32,0.0,988.8125,7.75961170951777,1,8,9,8,1515402903.0,8.849722222222223
67.32,6.32,0.0,989.375,9.51519245301636,1,8,9,8,1515403803.0,8.849722222222223
96.44,7.19,0.08,992.03125,11.1759438414602,1,8,9,8,1515404703.0,8.849722222222223
261.59,7.82,0.21,994.65625,12.7321971833809,1,8,10,8,1515405603.0,8.849722222222223
280.95,10.55,0.74,1004.59375,14.1752791362646,1,8,10,8,1515406503.0,8.849722222222223
293.43,12.99,1.15,1012.9375,15.4970386568526,1,8,10,8,1515407403.0,8.849722222222223
348.43,13.71,1.21,1015.59375,16.6896856121245,1,8,10,8,1515408303.0,8.849722222222223
372.8,13.27,1.1,1013.65625,17.7459840156142,1,8,11,8,1515409203.0,8.849722222222223
291.58,12.79,1.06,1012.40625,18.6591437454554,1,8,11,8,1515410103.0,8.849722222222223
236.56,13.17,1.04,1013.28125,19.4230679602208,1,8,11,8,1515411003.0,8.849722222222223
423.91,12.53,0.96,1010.96875,20.0324159014333,1,8,11,8,1515411903.0,8.849722222222223
487.23,13.42,1.16,1014.5625,20.4828042744536,1,8,12,8,1515412803.0,8.849722222222223
483.32,14.64,1.38,1019.375,20.7708791688626,1,8,12,8,1515413703.0,8.849722222222223
474.28,17.08,1.83,1028.0,20.894477885339,1,8,12,8,1515414603.0,8.849722222222223
437.01,15.8,1.48,1022.8125,20.8526513709157,1,8,12,8,1515415503.0,8.849722222222223
375.79,14.13,1.2,1016.65625,20.645725284005,1,8,13,8,1515416403.0,8.849722222222223
289.3,12.85,1.01,1012.4375,20.2752753108319,1,8,13,8,1515417303.0,8.849722222222223
187.13,11.78,0.88,1008.5625,19.7440646832167,1,8,13,8,1515418203.0,8.849722222222223
140.24,11.53,0.8,1007.4375,19.0559998067606,1,8,13,8,1515419103.0,8.849722222222223
112.83,11.42,0.8,1007.6875,18.2159507149039,1,8,14,8,1515420003.0,8.849722222222223
118.95,11.32,0.78,1007.46875,17.229661347932,1,8,14,8,1515420903.0,8.849722222222223
109.69,11.47,0.84,1008.0,16.1036342891235,1,8,14,8,1515421803.0,8.849722222222223
111.15,11.96,0.91,1009.46875,14.8448440756259,1,8,14,8,1515422703.0,8.849722222222223
116.72,11.15,0.77,1006.84375,13.4608715465339,1,8,15,8,1515423603.0,8.849722222222223
191.98,12.35,1.02,1011.1875,11.9596504141195,1,8,15,8,1515424503.0,8.849722222222223
142.71,13.36,1.15,1014.65625,10.3495435571209,1,8,15,8,1515425403.0,8.849722222222223
61.19,13.21,1.14,1014.03125,8.63972310472142,1,8,15,8,1515426303.0,8.849722222222223
36.39,11.94,0.89,1009.53125,6.84072135495143,1,8,16,8,1515427203.0,8.849722222222223
24.32,11.75,0.84,1008.03125,4.96660277398542,1,8,16,8,1515428103.0,8.849722222222223
13.34,11.23,0.79,1007.09375,3.04154110338019,1,8,16,8,1515429003.0,8.849722222222223
5.36,11.15,0.77,1006.625,1.12282952962075,1,8,16,8,1515429903.0,8.849722222222223
5.18,9.0,0.39,998.5625,0.273500986513193,1,9,8,9,1515485713.0,8.875
10.91,8.1,0.25,995.34375,2.1338705216879,1,9,8,9,1515486603.0,8.875
21.89,8.64,0.38,997.40625,4.0732461892041,1,9,8,9,1515487503.0,8.875
34.31,8.71,0.36,997.625,5.98236869827982,1,9,9,9,1515488403.0,8.875
45.85,8.75,0.37,997.75,7.82611902466869,1,9,9,9,1515489303.0,8.875
56.42,9.53,0.52,1000.5625,9.58696379371597,1,9,9,9,1515490203.0,8.875
79.55,9.66,0.53,1001.0625,11.2531315561402,1,9,9,9,1515491103.0,8.875
99.66,10.43,0.66,1004.0,12.8149346013598,1,9,10,9,1515492003.0,8.875
116.87,10.85,0.7,1005.0625,14.2636637408671,1,9,10,9,1515492903.0,8.875
158.63,11.26,0.8,1006.75,15.5911462823904,1,9,10,9,1515493803.0,8.875
164.88,11.65,0.83,1008.0625,16.7896130742375,1,9,10,9,1515494703.0,8.875
